Student_ID,Country,Field_of_Study,Age,Gender,Year_of_Enrollment
STUD03459,USA,Business,26,Male,2015
STUD03460,USA,Psychology,37,Male,2011
STUD03461,Australia,Biology,31,Female,2023
STUD03462,Japan,Arts,21,Non-binary,2022
STUD03463,Canada,Education,26,Non-binary,2022
STUD03464,Mexico,Business,43,Non-binary,2010
STUD03465,Argentina,Biology,32,Female,2019
STUD03466,China,Education,29,Male,2021
STUD03467,Australia,Education,27,Male,2016
STUD03468,China,Engineering,22,Non-binary,2011
STUD03469,India,Biology,22,Non-binary,2023
STUD03470,France,Computer Science,24,Female,2011
STUD03471,France,Education,40,Female,2017
STUD03472,India,Law,23,Male,2019
STUD03473,Spain,Law,22,Non-binary,2023
STUD03474,China,Science,31,Non-binary,2023
STUD03475,China,Mathematics,43,Female,2014
STUD03476,Canada,Biology,41,Female,2021
STUD03477,Australia,Psychology,21,Non-binary,2022
STUD03478,Japan,Law,31,Male,2022
STUD03479,Argentina,Science,36,Female,2016
STUD03480,UK,Mathematics,36,Male,2014
STUD03481,South Africa,Computer Science,21,Female,2013
STUD03482,Japan,Mathematics,27,Female,2015
STUD03483,France,Biology,35,Male,2021
STUD03484,Australia,Science,26,Female,2014
STUD03485,USA,Mathematics,31,Male,2020
STUD03486,Argentina,Psychology,29,Female,2010
STUD03487,South Africa,Science,18,Non-binary,2019
STUD03488,South Africa,Science,22,Male,2018
STUD03489,Argentina,Law,40,Non-binary,2021
STUD03490,Japan,Medicine,43,Female,2016
STUD03491,Canada,Law,29,Male,2018
STUD03492,Argentina,Computer Science,22,Male,2012
STUD03493,Germany,Biology,39,Female,2012
STUD03494,Argentina,Psychology,31,Non-binary,2017
STUD03495,South Africa,Computer Science,25,Non-binary,2015
STUD03496,Germany,Psychology,33,Female,2015
STUD03497,India,Engineering,39,Non-binary,2015
STUD03498,Japan,Physics,43,Non-binary,2011
STUD03499,Japan,Physics,42,Non-binary,2016
STUD03500,Spain,Medicine,43,Male,2017
STUD03501,UK,Physics,26,Male,2010
STUD03502,Japan,Medicine,39,Non-binary,2015
STUD03503,Spain,Computer Science,19,Non-binary,2022
STUD03504,Brazil,Arts,34,Male,2019
STUD03505,Argentina,Education,30,Male,2013
STUD03506,UK,Mathematics,21,Male,2020
STUD03507,Germany,Psychology,43,Male,2021
STUD03508,Germany,Engineering,32,Male,2022
STUD03509,France,Engineering,19,Male,2010
STUD03510,China,Psychology,39,Female,2021
STUD03511,Germany,Arts,26,Male,2020
STUD03512,UK,Engineering,38,Female,2014
STUD03513,India,Science,33,Non-binary,2019
STUD03514,Mexico,Arts,18,Male,2015
STUD03515,India,Mathematics,27,Non-binary,2020
STUD03516,France,Science,18,Female,2010
STUD03517,Japan,Mathematics,38,Male,2023
STUD03518,Spain,Science,43,Non-binary,2010
STUD03519,Japan,Business,31,Female,2018
STUD03520,UK,Science,30,Female,2012
STUD03521,South Africa,Medicine,18,Non-binary,2018
STUD03522,Germany,Education,21,Non-binary,2023
STUD03523,Brazil,Law,39,Female,2019
STUD03524,France,Law,25,Non-binary,2012
STUD03525,China,Science,21,Male,2022
STUD03526,Australia,Physics,39,Non-binary,2016
STUD03527,Australia,Education,40,Male,2023
STUD03528,Australia,Biology,23,Female,2013
STUD03529,Canada,Engineering,26,Male,2020
STUD03530,Canada,Engineering,32,Female,2012
STUD03531,China,Science,25,Female,2015
STUD03532,South Africa,Engineering,23,Non-binary,2020
STUD03533,India,Engineering,20,Female,2012
STUD03534,UK,Business,18,Female,2017
STUD03535,UK,Law,21,Non-binary,2022
STUD03536,South Africa,Biology,23,Non-binary,2020
STUD03537,Australia,Medicine,21,Male,2019
STUD03538,India,Medicine,42,Male,2021
STUD03539,India,Business,39,Female,2019
STUD03540,Canada,Engineering,24,Male,2015
STUD03541,Argentina,Arts,35,Male,2013
STUD03542,UK,Physics,40,Male,2013
STUD03543,UK,Medicine,22,Male,2014
STUD03544,Spain,Education,41,Male,2013
STUD03545,Canada,Education,24,Female,2011
STUD03546,USA,Medicine,27,Non-binary,2011
STUD03547,Argentina,Psychology,35,Non-binary,2023
STUD03548,USA,Science,41,Male,2017
STUD03549,Canada,Physics,43,Female,2018
STUD03550,Germany,Biology,19,Non-binary,2021
STUD03551,Mexico,Law,40,Non-binary,2014
STUD03552,France,Education,35,Non-binary,2023
STUD03553,Spain,Education,27,Non-binary,2013
STUD03554,Argentina,Engineering,30,Non-binary,2010
STUD03555,India,Medicine,43,Male,2019
STUD03556,Germany,Business,20,Female,2011
STUD03557,South Africa,Computer Science,26,Non-binary,2010
STUD03558,Canada,Physics,30,Non-binary,2022
STUD03559,Canada,Physics,37,Non-binary,2016
STUD03560,India,Science,21,Non-binary,2017
STUD03561,Canada,Science,40,Non-binary,2011
STUD03562,China,Computer Science,42,Male,2019
STUD03563,USA,Science,34,Non-binary,2011
STUD03564,Spain,Computer Science,41,Female,2015
STUD03565,China,Law,43,Non-binary,2011
STUD03566,China,Biology,18,Female,2021
STUD03567,Argentina,Medicine,27,Male,2023
STUD03568,Argentina,Business,29,Non-binary,2020
STUD03569,South Africa,Physics,23,Non-binary,2015
STUD03570,UK,Computer Science,44,Male,2022
STUD03571,Brazil,Business,25,Non-binary,2016
STUD03572,Canada,Medicine,30,Male,2013
STUD03573,Spain,Mathematics,36,Non-binary,2018
STUD03574,South Africa,Science,43,Female,2016
STUD03575,India,Psychology,43,Non-binary,2012
STUD03576,India,Engineering,40,Male,2013
STUD03577,France,Business,32,Male,2020
STUD03578,Japan,Computer Science,31,Male,2022
STUD03579,Argentina,Science,39,Male,2014
STUD03580,Germany,Biology,20,Female,2022
STUD03581,Canada,Biology,22,Female,2022
STUD03582,France,Biology,32,Female,2018
STUD03583,Spain,Biology,27,Non-binary,2010
STUD03584,Mexico,Law,35,Male,2011
STUD03585,South Africa,Biology,42,Female,2016
STUD03586,Mexico,Education,43,Male,2018
STUD03587,Brazil,Education,21,Female,2015
STUD03588,Australia,Engineering,42,Male,2023
STUD03589,Mexico,Education,30,Male,2016
STUD03590,India,Medicine,40,Male,2022
STUD03591,India,Medicine,41,Male,2020
STUD03592,Germany,Physics,29,Male,2010
STUD03593,Japan,Business,31,Male,2013
STUD03594,Japan,Biology,19,Non-binary,2014
STUD03595,South Africa,Computer Science,32,Non-binary,2011
STUD03596,China,Business,30,Female,2022
STUD03597,Germany,Computer Science,32,Non-binary,2022
STUD03598,USA,Mathematics,25,Female,2012
STUD03599,Germany,Law,39,Male,2010
STUD03600,India,Medicine,34,Non-binary,2017
STUD03601,UK,Psychology,34,Male,2013
STUD03602,India,Physics,35,Female,2017
STUD03603,Argentina,Psychology,40,Non-binary,2010
STUD03604,India,Arts,32,Female,2021
STUD03605,USA,Science,23,Female,2023
STUD03606,China,Arts,39,Female,2023
STUD03607,China,Arts,38,Non-binary,2016
STUD03608,Germany,Mathematics,31,Male,2012
STUD03609,Argentina,Business,20,Male,2017
STUD03610,South Africa,Physics,43,Male,2020
STUD03611,Argentina,Education,19,Female,2022
STUD03612,Japan,Arts,35,Male,2014
STUD03613,France,Business,22,Male,2018
STUD03614,Mexico,Education,34,Female,2017
STUD03615,Japan,Education,30,Female,2013
STUD03616,China,Business,44,Female,2023
STUD03617,China,Education,43,Male,2013
STUD03618,Spain,Mathematics,25,Male,2013
STUD03619,France,Computer Science,21,Non-binary,2023
STUD03620,Canada,Computer Science,25,Male,2010
STUD03621,Argentina,Science,40,Male,2015
STUD03622,South Africa,Science,40,Non-binary,2017
STUD03623,India,Science,29,Non-binary,2010
STUD03624,Germany,Psychology,23,Male,2016
STUD03625,South Africa,Psychology,43,Male,2021
STUD03626,Germany,Arts,38,Male,2016
STUD03627,France,Law,36,Female,2021
STUD03628,USA,Computer Science,30,Non-binary,2013
STUD03629,Brazil,Science,39,Male,2010
STUD03630,South Africa,Mathematics,29,Female,2022
STUD03631,Spain,Engineering,35,Male,2020
STUD03632,Mexico,Education,36,Male,2017
STUD03633,Canada,Law,27,Female,2013
STUD03634,Mexico,Business,42,Male,2021
STUD03635,China,Science,20,Female,2023
STUD03636,Germany,Business,42,Male,2022
STUD03637,Mexico,Science,19,Non-binary,2014
STUD03638,Brazil,Medicine,19,Female,2018
STUD03639,Germany,Law,26,Non-binary,2023
STUD03640,South Africa,Engineering,44,Non-binary,2013
STUD03641,Argentina,Education,26,Non-binary,2016
STUD03642,France,Engineering,29,Female,2011
STUD03643,Canada,Mathematics,35,Female,2010
STUD03644,USA,Science,32,Male,2020
STUD03645,India,Physics,23,Male,2016
STUD03646,Canada,Law,24,Non-binary,2020
STUD03647,USA,Engineering,40,Female,2017
STUD03648,South Africa,Business,42,Non-binary,2020
STUD03649,Canada,Mathematics,42,Male,2012
STUD03650,Argentina,Biology,34,Male,2010
STUD03651,Spain,Science,43,Male,2023
STUD03652,Germany,Business,28,Non-binary,2017
STUD03653,France,Computer Science,27,Male,2010
STUD03654,USA,Physics,38,Male,2015
STUD03655,Mexico,Physics,26,Male,2012
STUD03656,India,Engineering,38,Female,2017
STUD03657,USA,Biology,18,Non-binary,2016
STUD03658,South Africa,Business,33,Non-binary,2022
STUD03659,Australia,Education,19,Male,2018
STUD03660,Japan,Biology,41,Female,2015
STUD03661,USA,Education,37,Male,2021
STUD03662,Mexico,Business,22,Female,2023
STUD03663,Germany,Physics,30,Non-binary,2010
STUD03664,Germany,Science,28,Non-binary,2011
STUD03665,South Africa,Psychology,18,Non-binary,2021
STUD03666,Mexico,Engineering,20,Female,2010
STUD03667,India,Computer Science,36,Male,2023
STUD03668,Argentina,Psychology,26,Female,2011
STUD03669,Germany,Mathematics,36,Female,2018
STUD03670,Argentina,Science,19,Female,2020
STUD03671,South Africa,Business,33,Male,2011
STUD03672,Mexico,Science,41,Female,2015
STUD03673,Australia,Education,24,Non-binary,2012
STUD03674,Brazil,Engineering,30,Non-binary,2011
STUD03675,South Africa,Mathematics,18,Non-binary,2021
STUD03676,Canada,Law,21,Female,2013
STUD03677,China,Biology,37,Male,2021
STUD03678,Germany,Medicine,21,Non-binary,2013
STUD03679,India,Psychology,30,Male,2022
STUD03680,South Africa,Physics,19,Non-binary,2021
STUD03681,Spain,Arts,25,Female,2011
STUD03682,India,Computer Science,35,Non-binary,2010
STUD03683,India,Business,35,Non-binary,2010
STUD03684,Argentina,Mathematics,27,Female,2016
STUD03685,Argentina,Arts,37,Non-binary,2017
STUD03686,China,Psychology,42,Female,2016
STUD03687,South Africa,Physics,24,Male,2010
STUD03688,Germany,Arts,31,Female,2013
STUD03689,Australia,Law,27,Female,2014
STUD03690,USA,Biology,23,Female,2013
STUD03691,Germany,Mathematics,23,Female,2018
STUD03692,Germany,Mathematics,28,Female,2017
STUD03693,Spain,Computer Science,33,Non-binary,2011
STUD03694,France,Business,39,Non-binary,2019
STUD03695,Argentina,Science,19,Male,2016
STUD03696,USA,Biology,26,Male,2016
STUD03697,UK,Business,33,Male,2014
STUD03698,Argentina,Biology,27,Male,2017
STUD03699,India,Engineering,31,Male,2012
STUD03700,China,Biology,25,Female,2016
STUD03701,Japan,Science,19,Non-binary,2023
STUD03702,Spain,Science,26,Female,2015
STUD03703,China,Computer Science,22,Male,2011
STUD03704,Spain,Arts,38,Female,2022
STUD03705,Germany,Law,22,Non-binary,2013
STUD03706,China,Education,21,Male,2013
STUD03707,Canada,Engineering,19,Female,2018
STUD03708,Australia,Physics,26,Male,2012
STUD03709,UK,Education,37,Female,2011
STUD03710,Germany,Biology,39,Male,2023
STUD03711,Japan,Engineering,43,Male,2018
STUD03712,Argentina,Education,44,Female,2017
STUD03713,India,Arts,38,Non-binary,2020
STUD03714,USA,Business,39,Non-binary,2011
STUD03715,Canada,Biology,18,Female,2017
STUD03716,Brazil,Science,42,Male,2010
STUD03717,Argentina,Medicine,44,Male,2012
STUD03718,Australia,Medicine,43,Male,2022
STUD03719,UK,Medicine,34,Female,2016
STUD03720,Argentina,Law,38,Non-binary,2016
STUD03721,Brazil,Computer Science,35,Male,2013
STUD03722,India,Biology,40,Male,2011
STUD03723,France,Computer Science,37,Male,2015
STUD03724,Germany,Education,33,Male,2020
STUD03725,Australia,Education,42,Male,2016
STUD03726,UK,Physics,43,Non-binary,2020
STUD03727,China,Engineering,23,Female,2021
STUD03728,Canada,Education,43,Male,2011
STUD03729,Australia,Science,21,Female,2010
STUD03730,South Africa,Business,23,Male,2010
STUD03731,France,Psychology,43,Male,2020
STUD03732,Japan,Computer Science,22,Non-binary,2011
STUD03733,USA,Arts,36,Non-binary,2019
STUD03734,China,Law,41,Female,2022
STUD03735,Argentina,Mathematics,24,Male,2010
STUD03736,Canada,Engineering,33,Female,2017
STUD03737,Argentina,Medicine,19,Non-binary,2022
STUD03738,USA,Biology,33,Female,2012
STUD03739,Mexico,Engineering,39,Female,2019
STUD03740,Australia,Business,32,Male,2013
STUD03741,Canada,Law,36,Female,2015
STUD03742,Japan,Computer Science,35,Female,2023
STUD03743,UK,Mathematics,21,Female,2023
STUD03744,South Africa,Engineering,26,Female,2012
STUD03745,Spain,Engineering,24,Non-binary,2016
STUD03746,France,Education,22,Male,2018
STUD03747,Japan,Biology,35,Female,2017
STUD03748,Mexico,Business,32,Female,2014
STUD03749,Brazil,Arts,33,Non-binary,2010
STUD03750,South Africa,Mathematics,38,Male,2012
STUD03751,Mexico,Law,35,Male,2021
STUD03752,Australia,Science,18,Female,2011
STUD03753,Argentina,Arts,22,Female,2017
STUD03754,Japan,Arts,18,Male,2013
STUD03755,Japan,Medicine,19,Non-binary,2018
STUD03756,Spain,Medicine,23,Male,2013
STUD03757,France,Arts,18,Male,2013
STUD03758,Brazil,Business,44,Female,2012
STUD03759,Australia,Business,43,Male,2018
STUD03760,Japan,Medicine,22,Non-binary,2017
STUD03761,Mexico,Physics,44,Non-binary,2019
STUD03762,UK,Business,18,Female,2018
STUD03763,Japan,Engineering,31,Non-binary,2015
STUD03764,Mexico,Medicine,28,Non-binary,2019
STUD03765,China,Engineering,21,Female,2017
STUD03766,Canada,Biology,31,Non-binary,2020
STUD03767,India,Physics,19,Non-binary,2013
STUD03768,Japan,Education,27,Female,2012
STUD03769,Germany,Arts,20,Non-binary,2013
STUD03770,Mexico,Science,20,Male,2017
STUD03771,Spain,Engineering,34,Female,2016
STUD03772,Canada,Education,38,Female,2011
STUD03773,Argentina,Engineering,37,Non-binary,2012
STUD03774,Australia,Mathematics,44,Male,2016
STUD03775,India,Mathematics,39,Male,2011
STUD03776,Germany,Physics,25,Male,2018
STUD03777,UK,Science,31,Female,2019
STUD03778,Brazil,Education,30,Non-binary,2015
STUD03779,Argentina,Science,18,Male,2010
STUD03780,India,Psychology,31,Female,2022
STUD03781,India,Medicine,40,Female,2015
STUD03782,USA,Business,36,Female,2013
STUD03783,Canada,Mathematics,25,Female,2010
STUD03784,India,Mathematics,29,Non-binary,2019
STUD03785,India,Biology,27,Non-binary,2017
STUD03786,Germany,Physics,38,Male,2022
STUD03787,France,Arts,35,Female,2015
STUD03788,Argentina,Arts,23,Male,2020
STUD03789,India,Law,30,Male,2023
STUD03790,France,Engineering,19,Female,2010
STUD03791,India,Biology,28,Female,2013
STUD03792,UK,Engineering,37,Female,2010
STUD03793,Brazil,Medicine,28,Male,2017
STUD03794,Brazil,Medicine,32,Non-binary,2018
STUD03795,India,Computer Science,41,Male,2020
STUD03796,Argentina,Biology,33,Female,2021
STUD03797,China,Medicine,20,Male,2022
STUD03798,France,Education,24,Male,2010
STUD03799,Spain,Education,28,Female,2017
STUD03800,Australia,Education,41,Non-binary,2013
STUD03801,Australia,Science,22,Female,2015
STUD03802,Japan,Law,30,Non-binary,2013
STUD03803,USA,Physics,22,Female,2014
STUD03804,Germany,Science,19,Male,2012
STUD03805,Canada,Physics,24,Male,2023
STUD03806,Argentina,Computer Science,32,Female,2021
STUD03807,Brazil,Engineering,37,Non-binary,2020
STUD03808,UK,Arts,29,Female,2011
STUD03809,Brazil,Mathematics,18,Male,2018
STUD03810,South Africa,Biology,40,Female,2011
STUD03811,India,Physics,35,Female,2023
STUD03812,Argentina,Physics,28,Non-binary,2020
STUD03813,Argentina,Law,43,Non-binary,2017
STUD03814,Mexico,Science,39,Female,2011
STUD03815,India,Science,37,Non-binary,2015
STUD03816,China,Arts,31,Female,2014
STUD03817,Canada,Education,37,Non-binary,2011
STUD03818,France,Engineering,25,Female,2021
STUD03819,China,Psychology,43,Male,2022
STUD03820,France,Science,23,Male,2017
STUD03821,Brazil,Law,37,Female,2021
STUD03822,UK,Mathematics,21,Female,2016
STUD03823,Japan,Arts,33,Male,2014
STUD03824,USA,Arts,32,Male,2021
STUD03825,South Africa,Biology,35,Non-binary,2015
STUD03826,UK,Computer Science,43,Non-binary,2022
STUD03827,Japan,Psychology,34,Non-binary,2013
STUD03828,India,Psychology,29,Non-binary,2023
STUD03829,Mexico,Arts,19,Female,2014
STUD03830,Germany,Medicine,33,Male,2015
STUD03831,Mexico,Engineering,20,Male,2023
STUD03832,UK,Law,25,Female,2019
STUD03833,Germany,Mathematics,35,Male,2014
STUD03834,Brazil,Physics,24,Male,2014
STUD03835,Canada,Computer Science,27,Non-binary,2010
STUD03836,Canada,Biology,44,Non-binary,2018
STUD03837,India,Science,36,Non-binary,2019
STUD03838,Germany,Physics,18,Non-binary,2018
STUD03839,Germany,Arts,35,Male,2017
STUD03840,Brazil,Medicine,30,Female,2017
STUD03841,Argentina,Business,41,Female,2022
STUD03842,Spain,Business,32,Male,2013
STUD03843,Brazil,Science,31,Male,2019
STUD03844,USA,Education,44,Female,2023
STUD03845,USA,Medicine,29,Female,2012
STUD03846,India,Psychology,31,Non-binary,2010
STUD03847,UK,Medicine,19,Male,2020
STUD03848,UK,Psychology,33,Non-binary,2011
STUD03849,Japan,Physics,18,Male,2022
STUD03850,Spain,Arts,29,Male,2010
STUD03851,Australia,Physics,24,Male,2023
STUD03852,UK,Physics,24,Male,2018
STUD03853,Canada,Business,26,Male,2022
STUD03854,Germany,Arts,29,Female,2016
STUD03855,UK,Business,34,Non-binary,2015
STUD03856,South Africa,Science,29,Non-binary,2010
STUD03857,Spain,Engineering,40,Non-binary,2021
STUD03858,France,Mathematics,41,Non-binary,2016
STUD03859,Argentina,Biology,22,Non-binary,2013
STUD03860,India,Law,27,Non-binary,2010
STUD03861,France,Physics,21,Male,2015
STUD03862,Germany,Physics,22,Non-binary,2016
STUD03863,France,Biology,26,Non-binary,2013
STUD03864,Spain,Science,44,Female,2014
STUD03865,Canada,Business,31,Male,2011
STUD03866,France,Engineering,33,Non-binary,2014
STUD03867,Japan,Education,25,Female,2012
STUD03868,Canada,Education,23,Female,2014
STUD03869,Mexico,Biology,44,Male,2010
STUD03870,China,Education,37,Non-binary,2014
STUD03871,USA,Arts,39,Female,2022
STUD03872,Spain,Business,31,Non-binary,2016
STUD03873,Japan,Science,32,Female,2019
STUD03874,France,Mathematics,18,Male,2015
STUD03875,India,Arts,24,Non-binary,2021
STUD03876,Mexico,Computer Science,32,Male,2018
STUD03877,Japan,Biology,24,Male,2016
STUD03878,UK,Business,18,Male,2011
STUD03879,Mexico,Law,34,Non-binary,2018
STUD03880,Brazil,Biology,31,Male,2019
STUD03881,Japan,Science,19,Female,2014
STUD03882,USA,Psychology,21,Female,2014
STUD03883,UK,Law,30,Female,2020
STUD03884,Argentina,Business,43,Non-binary,2020
STUD03885,Spain,Engineering,25,Non-binary,2019
STUD03886,Canada,Engineering,27,Male,2015
STUD03887,Spain,Physics,37,Male,2015
STUD03888,Mexico,Business,32,Non-binary,2017
STUD03889,Germany,Physics,27,Non-binary,2018
STUD03890,Mexico,Engineering,27,Female,2012
STUD03891,Germany,Physics,25,Male,2021
STUD03892,France,Arts,30,Female,2011
STUD03893,Australia,Psychology,24,Female,2013
STUD03894,Japan,Psychology,24,Female,2013
STUD03895,Mexico,Physics,36,Female,2015
STUD03896,Brazil,Engineering,25,Non-binary,2010
STUD03897,France,Computer Science,41,Male,2021
STUD03898,Mexico,Education,30,Non-binary,2016
STUD03899,UK,Business,36,Non-binary,2015
STUD03900,Brazil,Computer Science,29,Non-binary,2019
STUD03901,Canada,Biology,28,Male,2023
STUD03902,Argentina,Mathematics,40,Female,2013
STUD03903,France,Biology,38,Non-binary,2013
STUD03904,UK,Biology,23,Non-binary,2017
STUD03905,Canada,Psychology,26,Female,2013
STUD03906,China,Medicine,35,Non-binary,2023
STUD03907,China,Science,35,Male,2021
STUD03908,Germany,Medicine,40,Non-binary,2018
STUD03909,Mexico,Biology,28,Female,2014
STUD03910,UK,Engineering,41,Male,2018
STUD03911,Canada,Science,31,Female,2023
STUD03912,China,Education,30,Non-binary,2016
STUD03913,Spain,Education,20,Female,2015
STUD03914,Spain,Business,20,Female,2012
STUD03915,USA,Engineering,26,Non-binary,2023
STUD03916,Argentina,Biology,20,Non-binary,2012
STUD03917,Germany,Arts,41,Female,2020
STUD03918,Spain,Business,21,Non-binary,2013
STUD03919,USA,Computer Science,26,Female,2019
STUD03920,Brazil,Mathematics,44,Male,2013
